i_item_id|i_item_name|i_category_id|i_category_name|price_1|price_2|quantity
580|item#0580|5|cat#05|77.95|43.59|10
581|item#0581|8|cat#08|53.75|67.04|4
582|item#0582|11|cat#11|29.56|57.20|5
583|item#0583|13|cat#13|5.36|6.02|15
584|item#0584|16|cat#16|80.17|145.20|17
585|item#0585|18|cat#18|55.97|55.92|1
586|item#0586|1|cat#01|31.78|53.62|7
587|item#0587|4|cat#04|7.58|6.63|17
588|item#0588|6|cat#06|82.39|128.78|12
589|item#0589|9|cat#09|58.19|43.70|9
590|item#0590|12|cat#12|34.00|48.93|5
591|item#0591|14|cat#14|9.80|6.14|20
592|item#0592|17|cat#17|84.61|111.26|7
593|item#0593|0|cat#00|60.41|30.38|4
594|item#0594|2|cat#02|36.22|43.13|18
595|item#0595|5|cat#05|12.02|22.58|19
596|item#0596|7|cat#07|86.83|92.63|19
597|item#0597|10|cat#10|62.63|109.90|3
598|item#0598|13|cat#13|38.44|36.24|10
599|item#0599|15|cat#15|14.24|23.22|2
600|item#0600|18|cat#18|89.05|72.91|14
601|item#0601|1|cat#01|64.85|97.71|16
602|item#0602|3|cat#03|40.65|28.24|20
603|item#0603|6|cat#06|16.46|22.76|19
604|item#0604|8|cat#08|91.26|52.08|5
605|item#0605|11|cat#11|67.07|84.42|11
606|item#0606|14|cat#14|42.87|83.45|18
607|item#0607|16|cat#16|18.68|21.19|7
608|item#0608|19|cat#19|93.48|170.37|14
609|item#0609|2|cat#02|69.29|70.02|7
610|item#0610|4|cat#04|45.09|76.59|2
611|item#0611|7|cat#07|20.90|18.53|6
612|item#0612|10|cat#10|95.70|150.68|5
613|item#0613|12|cat#12|71.51|54.52|13
614|item#0614|15|cat#15|47.31|68.62|11
615|item#0615|17|cat#17|23.12|14.76|10
616|item#0616|0|cat#00|97.92|129.88|18
617|item#0617|3|cat#03|73.73|37.92|14
618|item#0618|5|cat#05|49.53|59.55|18
619|item#0619|8|cat#08|25.34|47.90|13
620|item#0620|11|cat#11|1.14|1.23|7
621|item#0621|13|cat#13|75.95|134.15|11
622|item#0622|16|cat#16|51.75|49.38|2
623|item#0623|18|cat#18|27.56|45.26|17
624|item#0624|1|cat#01|3.36|2.79|16
625|item#0625|4|cat#04|78.17|118.67|2
626|item#0626|6|cat#06|53.97|38.11|8
627|item#0627|9|cat#09|29.78|41.52|15
628|item#0628|12|cat#12|5.58|3.25|1
629|item#0629|14|cat#14|80.39|102.10|10
630|item#0630|17|cat#17|56.19|110.02|5
631|item#0631|0|cat#00|32.00|36.67|19
632|item#0632|2|cat#02|7.80|14.30|19
633|item#0633|5|cat#05|82.61|84.42|3
634|item#0634|7|cat#07|58.41|99.88|5
635|item#0635|10|cat#10|34.22|30.73|6
636|item#0636|13|cat#13|10.02|15.89|6
637|item#0637|15|cat#15|84.83|65.64|2
638|item#0638|18|cat#18|60.63|88.63|8
639|item#0639|1|cat#01|36.44|23.68|2
640|item#0640|3|cat#03|12.24|16.37|12
641|item#0641|6|cat#06|87.05|45.77|16
642|item#0642|8|cat#08|62.85|76.28|3
643|item#0643|11|cat#11|38.66|73.52|8
644|item#0644|14|cat#14|14.46|15.76|17
645|item#0645|16|cat#16|89.27|158.69|12
646|item#0646|19|cat#19|65.07|62.83|5
647|item#0647|2|cat#02|40.88|67.60|3
648|item#0648|4|cat#04|16.68|14.04|14
649|item#0649|7|cat#07|91.49|139.94|13
650|item#0650|9|cat#09|67.29|48.28|3
651|item#0651|12|cat#12|43.10|60.58|2
652|item#0652|15|cat#15|18.90|11.22|17
653|item#0653|17|cat#17|93.71|120.08|19
654|item#0654|0|cat#00|69.51|136.89|16
655|item#0655|3|cat#03|45.32|52.45|8
656|item#0656|5|cat#05|21.12|38.97|7
657|item#0657|8|cat#08|95.93|99.13|12
658|item#0658|11|cat#11|71.73|123.47|19
659|item#0659|13|cat#13|47.54|43.23|10
660|item#0660|16|cat#16|23.34|37.28|13
661|item#0661|18|cat#18|98.15|77.07|8
662|item#0662|1|cat#01|73.95|108.94|20
663|item#0663|4|cat#04|49.76|32.90|16
664|item#0664|6|cat#06|25.56|34.48|15
665|item#0665|9|cat#09|1.37|0.74|4
666|item#0666|12|cat#12|76.17|93.32|12
667|item#0667|14|cat#14|51.98|99.44|3
668|item#0668|17|cat#17|27.78|30.59|14
669|item#0669|19|cat#19|3.59|6.42|14
670|item#0670|2|cat#02|78.39|76.59|5
671|item#0671|5|cat#05|54.19|90.23|2
672|item#0672|7|cat#07|30.00|25.59|12
673|item#0673|10|cat#10|5.80|8.94|14
674|item#0674|13|cat#13|80.61|58.76|9
675|item#0675|15|cat#15|56.41|79.93|8
676|item#0676|18|cat#18|32.22|19.49|5
677|item#0677|1|cat#01|8.02|10.37|3
678|item#0678|3|cat#03|82.83|164.07|18
679|item#0679|6|cat#06|58.63|68.53|18
680|item#0680|8|cat#08|34.44|63.95|20
681|item#0681|11|cat#11|10.24|10.70|4
682|item#0682|14|cat#14|85.05|147.37|2
683|item#0683|16|cat#16|60.85|56.02|10
684|item#0684|19|cat#19|36.66|58.97|19
685|item#0685|2|cat#02|12.46|9.93|17
686|item#0686|4|cat#04|87.27|129.56|16
687|item#0687|7|cat#07|63.07|42.42|11
688|item#0688|9|cat#09|38.88|52.90|3
689|item#0689|12|cat#12|14.68|8.05|9
690|item#0690|15|cat#15|89.49|110.66|7
691|item#0691|17|cat#17|65.29|125.65|1
692|item#0692|0|cat#00|41.10|45.72|3
693|item#0693|3|cat#03|16.90|30.43|5
694|item#0694|5|cat#05|91.71|90.65|9
695|item#0695|8|cat#08|67.51|113.17|7
696|item#0696|11|cat#11|43.32|37.44|6
697|item#0697|13|cat#13|19.12|29.68|11
698|item#0698|16|cat#16|93.93|69.54|10
699|item#0699|18|cat#18|69.73|99.60|11
700|item#0700|1|cat#01|45.54|28.06|11
701|item#0701|4|cat#04|21.34|27.83|7
702|item#0702|6|cat#06|96.15|191.55|2
703|item#0703|9|cat#09|71.95|84.92|14
704|item#0704|12|cat#12|47.76|89.22|9
705|item#0705|14|cat#14|23.56|24.88|10
706|item#0706|17|cat#17|98.37|171.57|4
707|item#0707|19|cat#19|74.17|69.13|5
708|item#0708|2|cat#02|49.98|80.97|15
709|item#0709|5|cat#05|25.78|20.83|17
710|item#0710|7|cat#07|1.59|2.38|1
711|item#0711|10|cat#10|76.39|52.25|7
712|item#0712|13|cat#13|52.20|71.62|17
713|item#0713|15|cat#15|28.00|15.68|12
714|item#0714|18|cat#18|3.81|4.75|9
715|item#0715|0|cat#00|78.61|152.18|5
716|item#0716|3|cat#03|54.42|61.16|20
717|item#0717|6|cat#06|30.22|54.75|7
718|item#0718|8|cat#08|6.03|6.03|4
719|item#0719|11|cat#11|80.83|136.42|18
720|item#0720|14|cat#14|56.64|49.60|19
721|item#0721|16|cat#16|32.44|50.73|19
722|item#0722|19|cat#19|8.25|6.20|3
723|item#0723|2|cat#02|83.05|119.57|10
724|item#0724|4|cat#04|58.86|36.94|2
725|item#0725|7|cat#07|34.66|45.60|14
726|item#0726|9|cat#09|10.47|5.27|16
727|item#0727|12|cat#12|85.27|101.61|20
728|item#0728|15|cat#15|61.08|114.80|19
729|item#0729|17|cat#17|36.88|39.37|5
730|item#0730|0|cat#00|12.69|22.28|11
731|item#0731|3|cat#03|87.49|82.55|18
732|item#0732|5|cat#05|63.30|103.27|7
733|item#0733|8|cat#08|39.10|32.04|14
734|item#0734|10|cat#10|14.91|22.48|7
735|item#0735|13|cat#13|89.71|62.38|2
736|item#0736|16|cat#16|65.52|90.64|6
737|item#0737|18|cat#18|41.32|23.61|5
738|item#0738|1|cat#01|17.13|21.57|13
739|item#0739|4|cat#04|91.93|179.02|11
740|item#0740|6|cat#06|67.73|76.89|10
741|item#0741|9|cat#09|43.54|79.38|18
742|item#0742|12|cat#12|19.34|19.56|14
743|item#0743|14|cat#14|94.15|159.98|18
744|item#0744|17|cat#17|69.95|62.06|13
745|item#0745|19|cat#19|45.76|72.08|7
746|item#0746|2|cat#02|21.56|16.45|11
747|item#0747|5|cat#05|96.37|139.84|2
748|item#0748|7|cat#07|72.17|46.12|17
749|item#0749|10|cat#10|47.98|63.67|16
750|item#0750|13|cat#13|23.78|12.25|2
751|item#0751|15|cat#15|98.59|118.60|8
752|item#0752|18|cat#18|74.39|140.67|15
753|item#0753|0|cat#00|50.20|54.16|1
754|item#0754|3|cat#03|26.00|45.94|10
755|item#0755|6|cat#06|1.81|1.73|5
756|item#0756|8|cat#08|76.61|125.86|19
757|item#0757|11|cat#11|52.42|43.55|19
758|item#0758|14|cat#14|28.22|42.86|3
759|item#0759|16|cat#16|4.03|2.85|5
760|item#0760|19|cat#19|78.83|109.95|6
761|item#0761|2|cat#02|54.64|31.84|6
762|item#0762|4|cat#04|30.44|38.68|2
763|item#0763|7|cat#07|6.25|12.24|8
764|item#0764|9|cat#09|81.05|92.94|2
765|item#0765|12|cat#12|56.86|104.32|12
766|item#0766|15|cat#15|32.66|33.40|16
767|item#0767|17|cat#17|8.47|14.49|3
768|item#0768|0|cat#00|83.27|74.83|8
769|item#0769|3|cat#03|59.08|93.73|17
770|item#0770|5|cat#05|34.88|27.02|12
771|item#0771|8|cat#08|10.69|15.63|5
772|item#0772|10|cat#10|85.49|55.61|3
773|item#0773|13|cat#13|61.30|82.05|14
774|item#0774|16|cat#16|37.10|19.53|13
775|item#0775|18|cat#18|12.91|15.68|3
776|item#0776|1|cat#01|87.71|166.86|2
777|item#0777|4|cat#04|63.52|69.26|17
778|item#0778|6|cat#06|39.32|69.92|19
779|item#0779|9|cat#09|15.13|14.62|16
780|item#0780|11|cat#11|89.93|148.77|8
781|item#0781|14|cat#14|65.74|55.37|7
782|item#0782|17|cat#17|41.54|63.57|12
783|item#0783|19|cat#19|17.35|12.46|19
784|item#0784|2|cat#02|92.15|129.58|10
785|item#0785|5|cat#05|67.96|40.38|13
786|item#0786|7|cat#07|43.76|56.11|8
787|item#0787|10|cat#10|19.57|38.56|20
788|item#0788|13|cat#13|94.37|109.29|16
789|item#0789|15|cat#15|70.18|129.56|15
790|item#0790|18|cat#18|45.98|47.55|4
791|item#0791|0|cat#00|21.79|37.52|12
792|item#0792|3|cat#03|96.59|87.90|3
793|item#0793|6|cat#06|72.40|115.69|14
794|item#0794|8|cat#08|48.20|37.88|14
795|item#0795|11|cat#11|24.01|35.39|5
796|item#0796|14|cat#14|98.81|65.40|2
797|item#0797|16|cat#16|74.62|100.73|12
798|item#0798|19|cat#19|50.42|27.12|14
799|item#0799|1|cat#01|26.23|32.15|9
800|item#0800|4|cat#04|2.03|3.88|8
801|item#0801|7|cat#07|76.84|84.66|5
802|item#0802|9|cat#09|52.64|94.21|3
803|item#0803|12|cat#12|28.45|27.82|18
804|item#0804|15|cat#15|4.25|7.08|18
805|item#0805|17|cat#17|79.06|67.49|20
806|item#0806|0|cat#00|54.86|84.57|4
807|item#0807|3|cat#03|30.66|22.37|2
808|item#0808|5|cat#05|6.47|9.17|10
809|item#0809|8|cat#08|81.27|49.21|19
810|item#0810|10|cat#10|57.08|73.84|17
811|item#0811|13|cat#13|32.88|65.15|16
812|item#0812|16|cat#16|8.69|10.16|11
813|item#0813|18|cat#18|83.49|155.08|3
814|item#0814|1|cat#01|59.30|61.99|9
815|item#0815|4|cat#04|35.10|60.84|7
816|item#0816|6|cat#06|10.91|10.05|1
817|item#0817|9|cat#09|85.71|137.94|3
818|item#0818|11|cat#11|61.52|49.05|5
819|item#0819|14|cat#14|37.32|55.43|9
820|item#0820|17|cat#17|13.13|8.84|7
821|item#0821|19|cat#19|87.93|119.70|6
822|item#0822|2|cat#02|63.74|35.01|11
823|item#0823|5|cat#05|39.54|48.92|10
824|item#0824|7|cat#07|15.35|29.55|11
825|item#0825|10|cat#10|90.15|100.35|11
826|item#0826|13|cat#13|65.96|118.80|7
827|item#0827|15|cat#15|41.76|41.31|2
828|item#0828|18|cat#18|17.57|29.47|14
829|item#0829|0|cat#00|92.37|79.91|9
830|item#0830|3|cat#03|68.18|105.89|10
831|item#0831|6|cat#06|43.98|32.59|4
832|item#0832|8|cat#08|19.79|28.28|5
833|item#0833|11|cat#11|94.59|58.36|15
834|item#0834|14|cat#14|70.40|91.87|17
835|item#0835|16|cat#16|46.20|92.07|1
836|item#0836|19|cat#19|22.01|25.99|7
837|item#0837|1|cat#01|96.81|180.93|17
838|item#0838|4|cat#04|72.62|76.75|12
839|item#0839|7|cat#07|48.42|84.48|9
840|item#0840|9|cat#09|24.23|22.60|5
841|item#0841|12|cat#12|99.03|160.51|20
842|item#0842|15|cat#15|74.84|60.53|7
843|item#0843|17|cat#17|50.64|75.79|4
844|item#0844|0|cat#00|26.45|18.11|18
845|item#0845|2|cat#02|2.25|3.09|19
846|item#0846|5|cat#05|77.06|43.20|19
847|item#0847|8|cat#08|52.86|66.00|3
848|item#0848|10|cat#10|28.67|55.52|10
849|item#0849|13|cat#13|4.47|5.03|2
850|item#0850|16|cat#16|79.28|143.70|14
851|item#0851|18|cat#18|55.08|55.11|16
852|item#0852|1|cat#01|30.89|52.16|20
853|item#0853|4|cat#04|6.69|5.86|19
854|item#0854|6|cat#06|81.50|127.50|5
855|item#0855|9|cat#09|57.30|43.11|11
856|item#0856|11|cat#11|33.11|47.69|18
857|item#0857|14|cat#14|8.91|5.60|7
858|item#0858|17|cat#17|83.72|110.20|14
859|item#0859|19|cat#19|59.52|30.02|7
860|item#0860|2|cat#02|35.33|42.12|2
861|item#0861|5|cat#05|11.13|20.93|6
862|item#0862|7|cat#07|85.94|91.81|5
863|item#0863|10|cat#10|61.74|108.43|13
864|item#0864|12|cat#12|37.55|35.45|11
865|item#0865|15|cat#15|13.35|21.79|10
866|item#0866|18|cat#18|88.16|72.30|18
867|item#0867|0|cat#00|63.96|96.46|14
868|item#0868|3|cat#03|39.77|27.68|18
869|item#0869|6|cat#06|15.57|21.55|13
870|item#0870|8|cat#08|90.38|51.70|7
871|item#0871|11|cat#11|66.18|83.39|11
872|item#0872|14|cat#14|41.99|81.80|2
873|item#0873|16|cat#16|17.79|20.21|17
874|item#0874|19|cat#19|92.60|168.90|16
875|item#0875|1|cat#01|68.40|69.22|2
876|item#0876|4|cat#04|44.20|75.14|8
877|item#0877|7|cat#07|20.01|17.77|15
878|item#0878|9|cat#09|94.81|149.41|1
879|item#0879|12|cat#12|70.62|53.94|10
880|item#0880|15|cat#15|46.42|67.39|5
881|item#0881|17|cat#17|22.23|14.22|19
882|item#0882|0|cat#00|97.03|128.83|19
883|item#0883|2|cat#02|72.84|37.57|3
884|item#0884|5|cat#05|48.64|58.55|5
885|item#0885|8|cat#08|24.45|46.25|6
886|item#0886|10|cat#10|99.25|107.16|6
887|item#0887|13|cat#13|75.06|132.68|2
888|item#0888|16|cat#16|50.86|48.60|8
889|item#0889|18|cat#18|26.67|43.83|2
890|item#0890|1|cat#01|2.47|2.05|12
891|item#0891|4|cat#04|77.28|117.43|16
892|item#0892|6|cat#06|53.08|37.55|3
893|item#0893|9|cat#09|28.89|40.32|8
894|item#0894|11|cat#11|4.69|2.74|17
895|item#0895|14|cat#14|79.50|101.08|12
896|item#0896|17|cat#17|55.30|108.36|5
897|item#0897|19|cat#19|31.11|35.70|3
898|item#0898|2|cat#02|6.91|12.68|14
899|item#0899|5|cat#05|81.72|83.63|13
900|item#0900|7|cat#07|57.52|98.43|3
901|item#0901|10|cat#10|33.33|29.97|2
902|item#0902|12|cat#12|9.13|14.49|17
903|item#0903|15|cat#15|83.94|65.07|19
904|item#0904|18|cat#18|59.74|87.41|16
905|item#0905|0|cat#00|35.55|23.15|8
906|item#0906|3|cat#03|11.35|15.20|7
907|item#0907|6|cat#06|86.16|45.42|12
908|item#0908|8|cat#08|61.96|75.29|19
909|item#0909|11|cat#11|37.77|71.88|10
910|item#0910|13|cat#13|13.57|14.81|13
911|item#0911|16|cat#16|88.38|157.23|8
912|item#0912|19|cat#19|64.18|62.06|20
913|item#0913|1|cat#01|39.99|66.18|16
914|item#0914|4|cat#04|15.79|13.31|15
915|item#0915|7|cat#07|90.60|138.70|4
916|item#0916|9|cat#09|66.40|47.74|12
917|item#0917|12|cat#12|42.21|59.38|3
918|item#0918|15|cat#15|18.01|10.71|14
919|item#0919|17|cat#17|92.82|119.07|14
920|item#0920|0|cat#00|68.62|135.24|5
921|item#0921|2|cat#02|44.43|51.49|2
922|item#0922|5|cat#05|20.23|37.36|12
923|item#0923|8|cat#08|95.04|98.34|14
924|item#0924|10|cat#10|70.84|122.04|9
925|item#0925|13|cat#13|46.65|42.48|8
926|item#0926|16|cat#16|22.45|35.89|5
927|item#0927|18|cat#18|97.26|76.51|3
928|item#0928|1|cat#01|73.06|107.74|18
929|item#0929|3|cat#03|48.87|32.38|18
930|item#0930|6|cat#06|24.67|33.32|20
931|item#0931|9|cat#09|99.48|53.57|4
932|item#0932|11|cat#11|75.28|92.33|2
933|item#0933|14|cat#14|51.09|97.81|10
934|item#0934|17|cat#17|26.89|29.65|19
935|item#0935|19|cat#19|2.70|4.83|17
936|item#0936|2|cat#02|77.50|75.83|16
937|item#0937|5|cat#05|53.31|88.84|11
938|item#0938|7|cat#07|29.11|24.87|3
939|item#0939|10|cat#10|4.92|7.59|9
940|item#0940|12|cat#12|79.72|58.22|7
941|item#0941|15|cat#15|55.53|78.76|1
942|item#0942|18|cat#18|31.33|18.99|3
943|item#0943|0|cat#00|7.14|9.24|5
944|item#0944|3|cat#03|81.94|162.42|9
945|item#0945|6|cat#06|57.74|67.57|7
946|item#0946|8|cat#08|33.55|62.34|6
947|item#0947|11|cat#11|9.35|9.78|11
948|item#0948|13|cat#13|84.16|145.94|10
949|item#0949|16|cat#16|59.96|55.29|11
950|item#0950|19|cat#19|35.77|57.59|11
951|item#0951|1|cat#01|11.57|9.23|7
952|item#0952|4|cat#04|86.38|128.36|2
953|item#0953|7|cat#07|62.18|41.91|14
954|item#0954|9|cat#09|37.99|51.74|9
955|item#0955|12|cat#12|13.79|7.58|10
956|item#0956|15|cat#15|88.60|109.68|4
957|item#0957|17|cat#17|64.40|124.03|5
958|item#0958|0|cat#00|40.21|44.79|15
959|item#0959|2|cat#02|16.01|28.85|17
960|item#0960|5|cat#05|90.82|89.90|1
961|item#0961|8|cat#08|66.62|111.77|7
962|item#0962|10|cat#10|42.43|36.73|17
963|item#0963|13|cat#13|18.23|28.32|12
964|item#0964|16|cat#16|93.04|69.01|9
965|item#0965|18|cat#18|68.84|98.42|5
966|item#0966|1|cat#01|44.65|27.58|20
967|item#0967|3|cat#03|20.45|26.70|7
968|item#0968|6|cat#06|95.26|189.91|4
969|item#0969|9|cat#09|71.06|83.96|18
970|item#0970|11|cat#11|46.87|87.63|19
971|item#0971|14|cat#14|22.67|23.97|19
972|item#0972|17|cat#17|97.48|170.15|3
973|item#0973|19|cat#19|73.28|68.41|10
974|item#0974|2|cat#02|49.09|79.60|2
975|item#0975|4|cat#04|24.89|20.15|14
976|item#0976|7|cat#07|99.70|149.29|16
977|item#0977|10|cat#10|75.50|51.75|20
978|item#0978|12|cat#12|51.31|70.47|19
979|item#0979|15|cat#15|27.11|15.22|5
980|item#0980|18|cat#18|2.92|3.65|11
981|item#0981|0|cat#00|77.72|150.57|18
982|item#0982|3|cat#03|53.53|60.24|7
983|item#0983|6|cat#06|29.33|53.18|14
984|item#0984|8|cat#08|5.14|5.15|7
985|item#0985|11|cat#11|79.94|135.03|2
986|item#0986|13|cat#13|55.75|48.90|6
987|item#0987|16|cat#16|31.55|49.38|5
988|item#0988|19|cat#19|7.36|5.54|13
989|item#0989|1|cat#01|82.16|118.40|11
990|item#0990|4|cat#04|57.97|36.47|10
991|item#0991|7|cat#07|33.77|44.48|18
992|item#0992|9|cat#09|9.58|4.84|14
993|item#0993|12|cat#12|84.38|100.67|18
994|item#0994|14|cat#14|60.19|113.22|13
995|item#0995|17|cat#17|35.99|38.47|7
996|item#0996|0|cat#00|11.80|20.73|11
997|item#0997|2|cat#02|86.60|81.83|2
998|item#0998|5|cat#05|62.41|101.91|17
999|item#0999|8|cat#08|38.21|31.36|16
